,id,q_format,a_format
108,H1,Does [CLASS_NAME] fulfill GE Area [GE_AREA]?,Yes. [CLASS_NAME] fulfills GE Area [GE_AREA].
109,H1,Does [CLASS_CODE] fulfill GE Area [GE_AREA]?,Yes. [CLASS_CODE] fulfills GE Area [GE_AREA].
110,H1,Can I fulfill my [GE_AREA] with [CLASS_NAME]?,Yes. [CLASS_NAME] fulfills GE Area [GE_AREA].
111,H1,Can I fulfill my [GE_AREA] with [CLASS_CODE]?,Yes. [CLASS_CODE] fulfills GE Area [GE_AREA].
112,H1,Which classes are most similar to [CLASS_NAME]?,The following classes are most similar to [CLASS_NAME]: [CLASS_NAME_LIST].
113,H1,What are the similarities between [CLASS_NAME] and [CLASS_NAME]?,[CLASS_NAME] and [CLASS_NAME] both cover the following topics: [SUBJECT_MATTER_LIST].
114,H1,What are the differences between [CLASS_NAME] and [CLASS_NAME]?,"While [CLASS_NAME] covers [SUBJECT_MATTER_LIST], [CLASS_NAME] covers [SUBJECT_MATTER_LIST]."
115,H1,What technical electives should I select to focus on [SUBJECT_MATTER]?,The following technical elective classes cover [SUBJECT_MATTER]: [CLASS_NAME_LIST].
116,H1,What technical electives should I select to do research in [SUBJECT_MATTER]?,The following technical elective classes cover [SUBJECT_MATTER]: [CLASS_NAME_LIST].
117,H1,What are some good tech electives to study [SUBJECT_MATTER]?,They are all good.
118,H1,What classes should I take with [CLASS_NAME]?,The following classes go well with [CLASS_NAME]: [CLASS_NAME_LIST].
119,H1,What classes should I take to get a job in [SUBJECT_MATTER]?,The following classes help provide experience in [SUBJECT_MATTER]: [CLASS_NAME_LIST].
120,H1,What subjects are also commonly studied with [SUBJECT_MATTER]?,The following course subjects are commonly covered with [SUBJECT_MATTER]: [SUBJECT_MATTER_LIST].
0,F1,How many GEs do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].
1,F1,How many general educations do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].
2,F1,How many general education classes do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].
3,F1,What GEs satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
4,F1,What general educations satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
5,F1,What courses are included in GE area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
6,F1,What courses are included in general education area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
7,F1,What is the subject of GE area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].
8,F1,What is the subject of general education area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].
9,F1,What are the general education areas?,The general education areas are [ge-area-list].
10,F1,What are the GE requirements?,The GE requirements are the following: [ge-requirements].
11,F1,What are the general education requirements?,The GE requirements are the following: [ge-requirements].
12,F1,What GE areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].
13,F1,What general education areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].
14,F1,How many units of electives do I need for [major]?,You need [ge-elective-units-major] of electives to graduate in [major].
15,F1,What is the total number of units of electives needed to graduate in [major]?,You need [ge-elective-units-major] of electives to graduate in [major].
16,F1,How many approved electives do I have to take for the [minor]?,You have to take [minor-approved-electives-units] approved electives for the [minor].
17,F1,What are the approved electives I can take for a [minor]?,The approved electives for a [minor] are [approved-electives-minor]
18,F1,What courses may I choose that satisfy the [elective-type] requirement?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names]."
19,F1,What are the courses that help me satisfy the [elective-type] requirements?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names]."
20,F1,How many units of [elective-type] do I have to take?,You need to take [elective-type-units] in [elective-type].
21,F1,What courses can I take instead of [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].
22,F1,Are there any alternatives to [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].
23,F1,What CSSE courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].
24,F1,What computer science and software engineering courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].
25,F1,How many CSSE courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.
26,F1,How many computer science and software engineering courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.
27,F1,What are the courses that are in both CSC and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].
28,F1,What are the courses that are in both Computer Science and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].
29,F1,What are the courses that are in both Computer Science and Software Engineering curriculum?,The courses that are common for both the departments are [overlapping-courses-list].
30,F1,What courses are cross listed as CSC and SE?,The courses that are common for both the departments are [overlapping-courses-list].
31,F1,What courses are cross listed as Computer Science and SE?,The courses that are common for both the departments are [overlapping-courses-list].
32,F1,What courses are cross listed as Computer Science and Software Engineering?,The courses that are common for both the departments are [overlapping-courses-list].
33,F1,How many courses are present in both CSC and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].
34,F1,How many courses are present in both Computer Science and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].
35,F1,How many courses are present in both Computer Science and Software Engineering?,The number of courses that are common in both the departments are [overlapping-courses-list].
36,F1,What are the graduate level courses?,The graduate level courses in CSC are [graduate-courses-list].
37,F1,What are all the courses in [major] that are of [course-units] units?,The following courses count for [course-units] units: [major-course-names-of-units].
38,F1,What is the CSSE mission statement?,The CSSE mission statement is [csse-mission-statement].
39,F1,What is the computer science and software engineering mission statement?,The CSSE mission statement is [csse-mission-statement].
40,F1,What are the program educational objectives for the [major]?,The program educational objectives for the [major] are [major-peos].
41,F1,What are the learning outcomes of [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].
42,F1,What are the learning outcomes of the GE program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].
43,F1,What are the learning outcomes of the general education program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].
44,F1,What are the general education learning outcomes?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].
45,F1,What are the learning outcomes for [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].
46,F1,What are the learning objectives for the MS in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].
47,F1,What are the learning objectives for the Masters Degree in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].
48,F1,What are the [major] courses?,The [major] courses are [major-courses].
49,F1,What are the courses required for [major]?,The [major] courses are [major-courses].
50,F1,How many courses do we have in [major]?,The number of courses in [major] are: [total-num-of-courses].
51,F1,What courses are important to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses]."
52,F1,What courses do I need to take to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses]."
53,F1,What are some [major] resources that are available?,These are some that are available to you: [major-resources].
54,F1,What resources are there for [major]?,These are some resources that are available to you: [major-resources].
55,F1,Where can I get advising for a [major]?,These are some resources that are available to you: [major-resources].
56,F1,What are the course numbers that are considered independent study in [major]?,The courses that are considered independent study are: [independent-study-courses].
57,F1,What are some independent study course that I have available?,The courses that are considered independent study are: [independent-study-courses].
58,F1,What is the minimum number of upper division units needed to graduate with a BS in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].
59,F1,What is the minimum number of upper division units needed to graduate with a Bachelors Degree in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].
60,F1,How many [division-level] units are required for a [minor]?,The [minor] requires [minor-division-units] [division-level] units.
61,F1,How many [division-level] units does [minor] require?,The [minor] requires [minor-division-units] [division-level] units.
62,F1,How many units does the [minor] require?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.
63,F1,How many units do I need for a [minor]?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.
64,F1,What are the general requirements for a minor at Cal Poly?,The general requirements for a minor at Cal Poly are [minor-general-requirements]. 
65,F1,What are the steps to apply for the [minor]?,You need to take [minor-steps] to attain a  [minor].
66,F1,How do I apply for a [minor]?,You need to take [minor-steps] to attain a [minor].
67,F1,What are the required courses for the [minor]?,The required courses for the [minor] are: [required-minor-courses].
68,F1,What is the minimum CGPA required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. 
69,F1,What is the minimum Cumulative Grade Point Average required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. 
70,F1,What are the prerequisites for the [minor]?,You need to meet the following requirements to apply for the [minor]: [minor-prerequisites].
71,F1,Where can I get the application for the [minor]?,You can access the application for the [minor] in the following link: [minor-application-link].
72,F1,Where can I get the flowchart for the [minor]?,You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link].
73,F1,What courses should I take each quarter for the [minor]?,"In order to determine what courses you should take each quarter in order to pursue the [minor], you should visit the minorâs flowchart. You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link]."
74,F1,How many units do I need to graduate?,You need [graduation-units] total units to graduate.
75,F1,What are the mandatory classes that I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.
76,F1,What classes do I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.
77,F1,Can I double count the [elective-name] elective?,[elective-is-double-countable].
78,F1,What classes can I double count?,"The classes: [double-countable-classes], may be double counted."
79,F1,How many classes do I have to take for [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.
80,F1,What is the total number of classes needed to graduate in [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.
81,F1,What concentrations are available?,The following concentrations are available [concentration-list].
82,F1,How do I declare [concentration] concentration?,You need to complete the following steps [concentration-type-steps]
83,F1,What are the required courses for the [concentration]?,The required courses for the [concentration] are [concentration-required-courses].
84,F1,What GPA do I need to graduate?,You need a GPA of at least [minimum-grad-gpa] to graduate as a CSSE major.
85,F1,What is the minimum GPA?,You need a GPA of at least [minimum-grad-gpa]  to graduate as a CSSE major.
86,F1,What GPA do I need to attain an honor?,The following Honors are available [honors-gpa-list].
87,F1,What honors are available?,The following Honors are available [honors-gpa-list].
88,F1,What GPA do I need to obtain [honor-name]?,The following Honors are available [honors-gpa-list].
89,F1,What honor am I eligible for with a GPA of [gpa-number]?,The following Honors are available [honors-gpa-list].
90,F1,Can I take classes as credit/no credit?,You may not take any major classes as credit/no credit.
91,F1,Can I take classes as pass/no pass?,You may not take any major classes as credit/no credit.
92,F1,How many units do I need to take to be considered a [class-level]?,"In order to be considered a [class-level], you have to take [class-level-units]."
93,F1,"If I have taken [num-units], what class level am I considered?","If you have taken [num-units], you are considered a [class-level] student."
94,F1,"If I have taken [num-units], what division level am I considered?","If you have taken [num-units], you would be considered a [division-level] student."
95,F1,How many units do I need to take to be considered [division-level]?,"In order for you to be considered [division-level], you must take [division-level-units]."
96,F1,How many units do transfer applicants need prior to transfer as a CSSE major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.
97,F1,How many units do transfer applicants need prior to transfer as a computer science and software engineering major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.
