,id_group,group,q_format,a_format,tag0,tag1,tag2,tag3
180,60,H1,Does [CLASS_CODE] require [CLASS_QUALIFICATION] standing?,"Yes, [CLASS_CODE] requires [CLASS_QUALIFICATION] standing.",[CLASS_CODE],[CLASS_QUALIFICATION],,
181,61,H1,When do most people take [CLASS_NAME]?,Most people take [CLASS_NAME] during [QUARTER] of their [CLASS_QUALIFICATION] year.,[CLASS_NAME],,,
182,62,H1,Which classes are limited in total credit?,[CLASS_NAME_LIST] are limited in total credit.,,,,
183,63,H1,Is [CLASS_NAME] limited in total credit?,[CLASS_NAME] is limited in total credit.,[CLASS_NAME],,,
184,64,H1,Is [CLASS_CODE] limited in total credit?,[CLASS_CODE] is limited in total credit.,[CLASS_CODE],,,
185,65,H1,Which classes count as a tech elective?,[CLASS_NAME_LIST] count as technical electives.,,,,
186,66,H1,Can I select [CLASS_NAME] as a tech elective?,"Yes, [CLASS_NAME] can be selected as a technical elective.",[CLASS_NAME],,,
187,67,H1,Which classes include a lab section?,[CLASS_NAME_LIST] include a lab section.,,,,
188,68,H1,Which classes include lecture only?,[CLASS_NAME_LIST] include lecture only.,,,,
189,69,H1,Which classes are seminars?,[CLASS_NAME_LIST] are seminars.,,,,
190,70,H1,What is the structure of [CLASS_NAME]?,[CLASS_NAME] is a [STRUCTURE] class.,[CLASS_NAME],,,
191,71,H1,What is the structure of [CLASS_CODE]?,[CLASS_CODE] is a [STRUCTURE] class.,[CLASS_CODE],,,
192,72,H1,How many units is [CLASS_NAME]?,[CLASS_NAME] is worth [NUMBER] units.,[CLASS_NAME],,,
193,73,H1,How many units is [CLASS_CODE]?,[CLASS_CODE] is worth [NUMBER] units.,[CLASS_CODE],,,
194,74,H1,Which classes are [NUMBER] units?,[CLASS_NAME_LIST] are worth [NUMBER] units.,[NUMBER],,,
195,75,H1,Is [CLASS_NAME] a [NUMBER] unit course?,"Yes, [CLASS_NAME] is a [NUMBER] unit class.",[CLASS_NAME],[NUMBER],,
196,76,H1,Is [CLASS_CODE] a [NUMBER] unit course?,"Yes, [CLASS_CODE] is a [NUMBER] unit class.",[CLASS_CODE],[NUMBER],,
197,77,H1,Is [CLASS_NAME] worth more units than [CLASS_NAME]?,"Yes, [CLASS_NAME] is worth more units than [CLASS_NAME].",[CLASS_NAME],[CLASS_NAME],,
198,78,H1,Is [CLASS_CODE] worth more units than [CLASS_CODE]?,"Yes, [CLASS_CODE] is worth more units than [CLASS_CODE].",[CLASS_CODE],[CLASS_CODE],,
199,79,H1,Which classes are crosslisted in another department?,[CLASS_NAME_LIST] are crosslisted in another department.,,,,
200,80,H1,Is [CLASS_NAME] crosslisted in another department?,"Yes, [CLASS_NAME] is crosslisted in another department.",[CLASS_NAME],,,
201,81,H1,Is [CLASS_CODE] crosslisted in another department?,"Yes, [CLASS_CODE] is crosslisted in another department.",[CLASS_CODE],,,
202,82,H1,Which classes are crosslisted in [DEPARTMENT_ABBREVIATION]?,[CLASS_NAME_LIST] are crosslisted in [DEPARTMENT_ABBREVIATION].,[DEPARTMENT_ABBREVIATION],,,
203,83,H1,Is [CLASS_NAME] crosslisted in [DEPARTMENT_ABBREVIATION]?,"Yes, [CLASS_NAME] is crosslisted in [DEPARTMENT_ABBREVIATION].",[CLASS_NAME],[DEPARTMENT_ABBREVIATION],,
204,84,H1,Is [CLASS_CODE] crosslisted in [DEPARTMENT_ABBREVIATION]?,"Yes, [CLASS_NAME] is crosslisted in [DEPARTMENT_ABBREVIATION].",[CLASS_CODE],[DEPARTMENT_ABBREVIATION],,
205,85,H1,Which classes are credit/no credit grading only?,[CLASS_NAME_LIST] are credit/no credit grading only.,,,,
206,86,H1,Is [CLASS_NAME] credit/no credit grading only?,"Yes, [CLASS_NAME] is credit/no credit grading only.",[CLASS_NAME],,,
207,87,H1,Is [CLASS_CODE] credit/no credit grading only?,"Yes, [CLASS_CODE] is credit/no credit grading only.",[CLASS_CODE],,,
208,88,H1,What is [CLASS_NAME] about?,[CLASS_NAME] covers the following topics:  [SUBJECT_MATTER_LIST].,[CLASS_NAME],,,
209,89,H1,What is [CLASS_CODE] about?,[CLASS_CODE] covers the following topics:  [SUBJECT_MATTER_LIST].,[CLASS_CODE],,,
210,90,H1,What topics are covered in [CLASS_NAME]?,[CLASS_NAME] covers the following topics:  [SUBJECT_MATTER_LIST].,[CLASS_NAME],,,
211,91,H1,What topics are covered in [CLASS_CODE]?,[CLASS_CODE] covers the following topics:  [SUBJECT_MATTER_LIST].,[CLASS_CODE],,,
212,92,H1,Which classes include [SUBJECT_MATTER]?,The following classes cover [SUBJECT_MATTER]: [CLASS_NAME_LIST].,[SUBJECT_MATTER],,,
213,93,H1,Which classes donât include [SUBJECT_MATTER]?,The following classes do not cover [SUBJECT_MATTER]: [CLASS_NAME_LIST].,[SUBJECT_MATTER],,,
214,94,H1,Does [CLASS_NAME] include [SUBJECT_MATTER]?,Yes. [CLASS_NAME] includes [SUBJECT_MATTER].,[CLASS_NAME],[SUBJECT_MATTER],,
215,95,H1,What is the course title for [CLASS_CODE]?,The course title for [CLASS_CODE] is [CLASS_NAME].,[CLASS_CODE],,,
216,96,H1,What is [CLASS_CODE] also called?,[CLASS_CODE] is also called [CLASS_NAME].,[CLASS_CODE],,,
217,97,H1,What is the name of [CLASS_CODE]?,The course title for [CLASS_CODE] is [CLASS_NAME].,[CLASS_CODE],,,
218,98,H1,What is the course code for [CLASS_NAME]?,The course code for [CLASS_NAME] is [CLASS_CODE].,[CLASS_NAME],,,
219,99,H1,Which classes include group work?,The following classes include group work: [CLASS_NAME_LIST].,,,,
220,100,H1,Does [CLASS_NAME] include group work?,Yes. [CLASS_NAME] includes group work.,[CLASS_NAME],,,
221,101,H1,Which classes are project based?,The following classes are project based: [CLASS_NAME_LIST].,,,,
222,102,H1,Is [CLASS_NAME] project based?,Yes. [CLASS_NAME] is project based.,[CLASS_NAME],,,
223,103,H1,What class should I take after [CLASS_NAME]?,After taking [CLASS_NAME] you could take [CLASS_NAME].,[CLASS_NAME],,,
224,104,H1,What classes build off [CLASS_NAME]?,The following classes build off of [CLASS_NAME]: [CLASS_NAME_LIST].,[CLASS_NAME],,,
225,105,H1,Which classes are two-part sequences?,"The following classes are two-part sequence classes: [CLASS_CODE] and [CLASS_CODE], ... [CLASS_CODE] and [CLASS_CODE].",,,,
226,106,H1,Which classes are introductory studies?,The following classes are are introductory study classes: [CLASS_NAME_LIST].,,,,
227,107,H1,Which classes fulfill GE Area [GE_AREA]?,The following classes fulfill GE Area [GE_AREA]: [CLASS_NAME_LIST].,[GE_AREA],,,
228,108,H1,Does [CLASS_NAME] fulfill GE Area [GE_AREA]?,Yes. [CLASS_NAME] fulfills GE Area [GE_AREA].,[CLASS_NAME],[GE_AREA],,
229,109,H1,Does [CLASS_CODE] fulfill GE Area [GE_AREA]?,Yes. [CLASS_CODE] fulfills GE Area [GE_AREA].,[CLASS_CODE],[GE_AREA],,
230,110,H1,Can I fulfill my [GE_AREA] with [CLASS_NAME]?,Yes. [CLASS_NAME] fulfills GE Area [GE_AREA].,[GE_AREA],[CLASS_NAME],,
231,111,H1,Can I fulfill my [GE_AREA] with [CLASS_CODE]?,Yes. [CLASS_CODE] fulfills GE Area [GE_AREA].,[GE_AREA],[CLASS_CODE],,
232,112,H1,Which classes are most similar to [CLASS_NAME]?,The following classes are most similar to [CLASS_NAME]: [CLASS_NAME_LIST].,[CLASS_NAME],,,
233,113,H1,What are the similarities between [CLASS_NAME] and [CLASS_NAME]?,[CLASS_NAME] and [CLASS_NAME] both cover the following topics: [SUBJECT_MATTER_LIST].,[CLASS_NAME],[CLASS_NAME],,
234,114,H1,What are the differences between [CLASS_NAME] and [CLASS_NAME]?,"While [CLASS_NAME] covers [SUBJECT_MATTER_LIST], [CLASS_NAME] covers [SUBJECT_MATTER_LIST].",[CLASS_NAME],[CLASS_NAME],,
235,115,H1,What technical electives should I select to focus on [SUBJECT_MATTER]?,The following technical elective classes cover [SUBJECT_MATTER]: [CLASS_NAME_LIST].,[SUBJECT_MATTER],,,
236,116,H1,What technical electives should I select to do research in [SUBJECT_MATTER]?,The following technical elective classes cover [SUBJECT_MATTER]: [CLASS_NAME_LIST].,[SUBJECT_MATTER],,,
237,117,H1,What are some good tech electives to study [SUBJECT_MATTER]?,They are all good.,[SUBJECT_MATTER],,,
238,118,H1,What classes should I take with [CLASS_NAME]?,The following classes go well with [CLASS_NAME]: [CLASS_NAME_LIST].,[CLASS_NAME],,,
239,119,H1,What classes should I take to get a job in [SUBJECT_MATTER]?,The following classes help provide experience in [SUBJECT_MATTER]: [CLASS_NAME_LIST].,[SUBJECT_MATTER],,,
240,120,H1,What subjects are also commonly studied with [SUBJECT_MATTER]?,The following course subjects are commonly covered with [SUBJECT_MATTER]: [SUBJECT_MATTER_LIST].,[SUBJECT_MATTER],,,
241,0,F1,How many GEs do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].,[major],,,
242,1,F1,How many general educations do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].,[major],,,
243,2,F1,How many general education classes do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].,[major],,,
244,3,F1,What GEs satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
245,4,F1,What general educations satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
246,5,F1,What courses are included in GE area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
247,6,F1,What courses are included in general education area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
248,7,F1,What is the subject of GE area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].,[ge-area],,,
249,8,F1,What is the subject of general education area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].,[ge-area],,,
250,9,F1,What are the general education areas?,The general education areas are [ge-area-list].,,,,
251,10,F1,What are the GE requirements?,The GE requirements are the following: [ge-requirements].,,,,
252,11,F1,What are the general education requirements?,The GE requirements are the following: [ge-requirements].,,,,
253,12,F1,What GE areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].,[division-level],,,
254,13,F1,What general education areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].,[division-level],,,
255,14,F1,How many units of electives do I need for [major]?,You need [ge-elective-units-major] of electives to graduate in [major].,[major],,,
256,15,F1,What is the total number of units of electives needed to graduate in [major]?,You need [ge-elective-units-major] of electives to graduate in [major].,[major],,,
257,16,F1,How many approved electives do I have to take for the [minor]?,You have to take [minor-approved-electives-units] approved electives for the [minor].,[minor],,,
258,17,F1,What are the approved electives I can take for a [minor]?,The approved electives for a [minor] are [approved-electives-minor],[minor],,,
259,18,F1,What courses may I choose that satisfy the [elective-type] requirement?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names].",[elective-type],,,
260,19,F1,What are the courses that help me satisfy the [elective-type] requirements?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names].",[elective-type],,,
261,20,F1,How many units of [elective-type] do I have to take?,You need to take [elective-type-units] in [elective-type].,[elective-type],,,
262,21,F1,What courses can I take instead of [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].,[course],[major],,
263,22,F1,Are there any alternatives to [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].,[course],[major],,
264,23,F1,What CSSE courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].,[season],,,
265,24,F1,What computer science and software engineering courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].,[season],,,
266,25,F1,How many CSSE courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.,[season],,,
267,26,F1,How many computer science and software engineering courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.,[season],,,
268,27,F1,What are the courses that are in both CSC and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
269,28,F1,What are the courses that are in both Computer Science and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
270,29,F1,What are the courses that are in both Computer Science and Software Engineering curriculum?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
271,30,F1,What courses are cross listed as CSC and SE?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
272,31,F1,What courses are cross listed as Computer Science and SE?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
273,32,F1,What courses are cross listed as Computer Science and Software Engineering?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
274,33,F1,How many courses are present in both CSC and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].,,,,
275,34,F1,How many courses are present in both Computer Science and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].,,,,
276,35,F1,How many courses are present in both Computer Science and Software Engineering?,The number of courses that are common in both the departments are [overlapping-courses-list].,,,,
277,36,F1,What are the graduate level courses?,The graduate level courses in CSC are [graduate-courses-list].,,,,
278,37,F1,What are all the courses in [major] that are of [course-units] units?,The following courses count for [course-units] units: [major-course-names-of-units].,[major],[course-units],,
279,38,F1,What is the CSSE mission statement?,The CSSE mission statement is [csse-mission-statement].,,,,
280,39,F1,What is the computer science and software engineering mission statement?,The CSSE mission statement is [csse-mission-statement].,,,,
281,40,F1,What are the program educational objectives for the [major]?,The program educational objectives for the [major] are [major-peos].,[major],,,
282,41,F1,What are the learning outcomes of [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].,[major],,,
283,42,F1,What are the learning outcomes of the GE program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,,,,
284,43,F1,What are the learning outcomes of the general education program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,,,,
285,44,F1,What are the general education learning outcomes?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,,,,
286,45,F1,What are the learning outcomes for [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].,[major],,,
287,46,F1,What are the learning objectives for the MS in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].,,,,
288,47,F1,What are the learning objectives for the Masters Degree in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].,,,,
289,48,F1,What are the [major] courses?,The [major] courses are [major-courses].,[major],,,
290,49,F1,What are the courses required for [major]?,The [major] courses are [major-courses].,[major],,,
291,50,F1,How many courses do we have in [major]?,The number of courses in [major] are: [total-num-of-courses].,[major],,,
292,51,F1,What courses are important to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses].",,,,
293,52,F1,What courses do I need to take to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses].",,,,
294,53,F1,What are some [major] resources that are available?,These are some that are available to you: [major-resources].,[major],,,
295,54,F1,What resources are there for [major]?,These are some resources that are available to you: [major-resources].,[major],,,
296,55,F1,Where can I get advising for a [major]?,These are some resources that are available to you: [major-resources].,[major],,,
297,56,F1,What are the course numbers that are considered independent study in [major]?,The courses that are considered independent study are: [independent-study-courses].,[major],,,
298,57,F1,What are some independent study course that I have available?,The courses that are considered independent study are: [independent-study-courses].,,,,
299,58,F1,What is the minimum number of upper division units needed to graduate with a BS in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].,,,,
300,59,F1,What is the minimum number of upper division units needed to graduate with a Bachelors Degree in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].,,,,
